date,nav,running_max,drawdown
2015-04-06,30.1584,30.8184,-0.021415777587415308
2015-04-07,30.2953,30.8184,-0.01697362614541964
2015-04-08,30.8106,30.8184,-0.00025309555330577105
2015-04-09,31.2433,31.2433,0.0
2015-04-10,31.3292,31.3292,0.0
2015-04-13,31.7364,31.7364,0.0
2015-04-15,31.8726,31.8726,0.0
2015-04-16,31.9168,31.9168,0.0
2015-04-17,31.798,31.9168,-0.0037221776619209557
2015-04-20,31.0796,31.9168,-0.026230699819530745
2015-04-21,31.0267,31.9168,-0.02788813414878677
2015-04-22,31.0468,31.9168,-0.02725837176659307
2015-04-23,30.9662,31.9168,-0.02978368758772798
2015-04-24,30.2416,31.9168,-0.052486464808502165
2015-04-27,29.674,31.9168,-0.07027020252656901
2015-04-28,29.7529,31.9168,-0.06779815019049529
2015-04-29,30.1521,31.9168,-0.05529063063966311
2015-04-30,30.1525,31.9168,-0.05527809805494277
2015-05-04,30.6068,31.9168,-0.0410442149588931
2015-05-05,30.6932,31.9168,-0.03833717665931413
2015-05-06,30.0312,31.9168,-0.059078604371365584
2015-05-07,29.4468,31.9168,-0.07738871064768393
2015-05-08,29.884,31.9168,-0.06369059554842582
2015-05-11,30.6452,31.9168,-0.03984108682574694
2015-05-12,30.1822,31.9168,-0.05434755363946253
2015-05-13,30.4511,31.9168,-0.045922523561259254
2015-05-14,30.5463,31.9168,-0.04293976839783442
2015-05-15,31.0965,31.9168,-0.0257011981150993
2015-05-18,31.1586,31.9168,-0.02375551433727685
2015-05-19,31.0088,31.9168,-0.028448967315019003
2015-05-20,30.9295,31.9168,-0.030933552235813067
2015-05-21,30.8716,31.9168,-0.032747643874072474
2015-05-22,30.8954,31.9168,-0.03200195508321635
2015-05-25,30.681,31.9168,-0.038719420493282475
2015-05-26,30.5493,31.9168,-0.04284577401243228
2015-05-27,30.3406,31.9168,-0.04938465009023463
2015-05-28,30.3566,31.9168,-0.04888334670142369
2015-05-29,30.5261,31.9168,-0.043572663926208066
2015-06-01,30.3029,31.9168,-0.05056584620012028
2015-06-02,29.8851,31.9168,-0.06365613094044509
2015-06-03,29.5373,31.9168,-0.07455321335472231
2015-06-04,29.4409,31.9168,-0.07757356627230794
2015-06-05,29.7033,31.9168,-0.06935219069580911
2015-06-08,29.3979,31.9168,-0.07892081912973725
2015-06-09,29.2003,31.9168,-0.08511191598155199
2015-06-10,29.6228,31.9168,-0.07187437337076386
2015-06-11,29.1922,31.9168,-0.08536570082213757
2015-06-12,29.2746,31.9168,-0.08278398836976131
2015-06-15,29.5041,31.9168,-0.07559341788650487
2015-06-16,29.497,31.9168,-0.07581587126528966
2015-06-17,30.0202,31.9168,-0.059423250451173026
2015-06-18,30.4689,31.9168,-0.04536482354120708
2015-06-19,30.5701,31.9168,-0.042194079606978074
2015-06-22,30.7491,31.9168,-0.03658574794465608
2015-06-23,30.8937,31.9168,-0.03205521856827753
2015-06-24,30.9998,31.9168,-0.028730950471225092
2015-06-25,31.0607,31.9168,-0.026822864447563655
2015-06-26,31.0294,31.9168,-0.02780353920192502
2015-06-29,30.6479,31.9168,-0.03975649187888508
2015-06-30,31.1456,31.9168,-0.024162823340685646
2015-07-01,31.4503,31.9168,-0.014616126930018014
2015-07-02,31.5581,31.9168,-0.011238595347904501
2015-07-03,31.7734,31.9168,-0.004492931622217755
2015-07-06,32.4565,32.4565,0.0
2015-07-07,32.8775,32.8775,0.0
2015-07-08,32.7031,32.8775,-0.00530453957873922
2015-07-09,32.7345,32.8775,-0.004349479127062628
2015-07-10,32.8467,32.8775,-0.0009368108889057369
2015-07-13,32.901,32.901,0.0
2015-07-14,32.7785,32.901,-0.0037232910853773893
2015-07-15,33.0081,33.0081,0.0
2015-07-16,33.357,33.357,0.0
2015-07-17,33.3724,33.3724,0.0
2015-07-20,33.5203,33.5203,0.0
2015-07-21,33.0264,33.5203,-0.014734355002789301
2015-07-22,33.1968,33.5203,-0.009650868279818314
2015-07-23,33.5174,33.5203,-8.651473882981264e-05
2015-07-24,33.1976,33.5203,-0.00962700214496881
2015-07-27,33.1625,33.5203,-0.010674128811496209
2015-07-28,33.0327,33.5203,-0.014546409190848597
2015-07-29,33.1365,33.5203,-0.011449778194109306
2015-07-30,33.2022,33.5203,-0.009489771869583552
2015-07-31,33.6861,33.6861,0.0
2015-08-03,33.884,33.884,0.0
2015-08-04,34.1317,34.1317,0.0
2015-08-05,34.118,34.1317,-0.0004013863944661855
2015-08-06,33.7245,34.1317,-0.011930258381504633
2015-08-07,33.7308,34.1317,-0.011745679236604079
2015-08-10,33.7575,34.1317,-0.010963415241549646
2015-08-11,33.3291,34.1317,-0.02351479709478299
2015-08-12,32.7984,34.1317,-0.03906339268187642
2015-08-13,32.6931,34.1317,-0.04214850124664171
2015-08-14,33.1547,34.1317,-0.028624416598060032
2015-08-17,33.3263,34.1317,-0.023596832270294188
2015-08-18,33.6383,34.1317,-0.014455769856174805
2015-08-19,33.8543,34.1317,-0.008127342031015172
2015-08-20,33.2221,34.1317,-0.026649712730394515
2015-08-21,33.1377,34.1317,-0.02912248730652145
2015-08-24,31.2426,34.1317,-0.0846456519892066
2015-08-25,31.1813,34.1317,-0.08644163636736524
2015-08-26,31.2456,34.1317,-0.0845577571583016
2015-08-27,32.1993,34.1317,-0.05661599041360377
2015-08-28,32.0768,34.1317,-0.06020502934222449
2015-08-31,31.9757,34.1317,-0.06316708514372271
2015-09-01,31.4028,34.1317,-0.07995206801887988
2015-09-02,31.3571,34.1317,-0.08129099927633265
2015-09-03,31.5572,34.1317,-0.07542841405496947
2015-09-04,31.2791,34.1317,-0.08357626487986247
2015-09-07,30.8824,34.1317,-0.09519889135319959
2015-09-08,30.8088,34.1317,-0.09735524453806876
2015-09-09,31.1685,34.1317,-0.08681665431255992
2015-09-10,31.2459,34.1317,-0.08454896767521114
2015-09-11,31.3747,34.1317,-0.08077534960168997
2015-09-14,31.638,34.1317,-0.07306111327592824
2015-09-15,31.5174,34.1317,-0.07659448547830916
2015-09-16,31.4122,34.1317,-0.07967666421537756
2015-09-18,31.7435,34.1317,-0.06997014505576926
2015-09-21,31.8795,34.1317,-0.06598557938807625
2015-09-22,31.6014,34.1317,-0.07413343021296914
2015-09-23,31.6956,34.1317,-0.07137353252255241
2015-09-24,31.6004,34.1317,-0.07416272848993755
2015-09-28,31.6127,34.1317,-0.07380235968322713
2015-09-29,31.5525,34.1317,-0.07556611595672069
2015-09-30,31.9449,34.1317,-0.06406947207434732
2015-10-01,32.0303,34.1317,-0.061567399221251984
2015-10-05,32.4891,34.1317,-0.04812534974818139
2015-10-06,32.4971,34.1317,-0.047890963532434605
2015-10-07,32.6458,34.1317,-0.043534309747243816
2015-10-08,32.787,34.1317,-0.03939739303931544
2015-10-09,32.8509,34.1317,-0.03752523314103895
2015-10-12,32.7741,34.1317,-0.039775340812207016
2015-10-13,32.8369,34.1317,-0.03793540901859571
2015-10-14,32.851,34.1317,-0.037522303313342276
2015-10-15,33.0744,34.1317,-0.03097706823861701
2015-10-16,33.1072,34.1317,-0.030016084754055705
2015-10-19,33.3166,34.1317,-0.02388102555688698
2015-10-20,33.5605,34.1317,-0.016735175804311053
2015-10-21,33.6267,34.1317,-0.01479562986900751
2015-10-23,33.5274,34.1317,-0.017704948771962825
2015-10-26,33.2641,34.1317,-0.02541918509772445
2015-10-27,33.4053,34.1317,-0.02128226838979619
2015-10-28,33.3372,34.1317,-0.02327748105133931
2015-10-29,33.2373,34.1317,-0.02620437892047578
2015-10-30,33.1814,34.1317,-0.0278421526030056
2015-11-02,32.949,34.1317,-0.03465107217044572
2015-11-03,33.328,34.1317,-0.023547025199447957
2015-11-04,33.2605,34.1317,-0.02552465889481048
2015-11-05,32.938,34.1317,-0.03497335321709727
2015-11-06,32.6837,34.1317,-0.04242390505014404
2015-11-09,33.0826,34.1317,-0.030736822367476657
2015-11-10,32.8783,34.1317,-0.03672246035210669
2015-11-13,32.8994,34.1317,-0.036104266708074984
2015-11-16,32.8399,34.1317,-0.03784751418769072
2015-11-17,33.142,34.1317,-0.028996504715557703
2015-11-18,32.7862,34.1317,-0.039420831660890054
2015-11-19,33.2648,34.1317,-0.025398676303846623
2015-11-20,33.4842,34.1317,-0.01897063433699464
2015-11-23,33.6307,34.1317,-0.014678436761134228
2015-11-24,33.4978,34.1317,-0.018572177770225462
2015-11-26,33.4275,34.1317,-0.020631846641099072
2015-11-27,33.5568,34.1317,-0.016843579429093758
2015-11-30,33.5197,34.1317,-0.017930545504618922
2015-12-01,33.5186,34.1317,-0.01796277360928411
2015-12-02,33.8327,34.1317,-0.008760184813531136
2015-12-03,33.7975,34.1317,-0.0097914841628165
2015-12-04,33.694,34.1317,-0.012823855829038666
2015-12-07,33.6603,34.1317,-0.013811207762871591
2015-12-08,33.2944,34.1317,-0.024531447305583876
2015-12-09,32.871,34.1317,-0.036936337773975536
2015-12-10,33.2474,34.1317,-0.025908466323095625
2015-12-11,33.0682,34.1317,-0.03115871755582067
2015-12-14,33.0979,34.1317,-0.030288558729861026
2015-12-15,33.3962,34.1317,-0.02154888271020783
2015-12-16,33.3913,34.1317,-0.021692444267352617
2015-12-17,34.0463,34.1317,-0.0025020728530955605
2015-12-18,33.9321,34.1317,-0.005847936082879035
2015-12-21,34.167,34.167,0.0
2015-12-22,34.2195,34.2195,0.0
2015-12-23,34.4628,34.4628,0.0
2015-12-24,34.6924,34.6924,0.0
2015-12-28,34.9675,34.9675,0.0
2015-12-29,35.1231,35.1231,0.0
2015-12-30,35.4189,35.4189,0.0
2015-12-31,35.7192,35.7192,0.0
2016-01-01,36.0391,36.0391,0.0
2016-01-04,35.7424,36.0391,-0.008232725012555675
2016-01-05,35.9544,36.0391,-0.002350225172104703
2016-01-06,35.5722,36.0391,-0.01295537346937059
2016-01-07,34.6033,36.0391,-0.03984006259867756
2016-01-08,35.1548,36.0391,-0.024537238721277665
2016-01-11,35.1181,36.0391,-0.02555557713705392
2016-01-12,34.5143,36.0391,-0.04230960262603667
2016-01-13,33.9198,36.0391,-0.05880557505598072
2016-01-14,33.6342,36.0391,-0.06673030125613566
2016-01-15,32.8379,36.0391,-0.08882574759081108
2016-01-18,31.6702,36.0391,-0.1212266677025785
2016-01-19,31.9417,36.0391,-0.11369318323709521
2016-01-20,31.3699,36.0391,-0.12955928422185892
2016-01-21,31.4128,36.0391,-0.12836891043339027
2016-01-22,32.1795,36.0391,-0.10709479426511759
2016-01-25,32.3429,36.0391,-0.10256082976544911
2016-01-27,32.3767,36.0391,-0.10162295950786782
2016-01-28,32.3849,36.0391,-0.1013954288536616
2016-01-29,32.5066,36.0391,-0.09801854097355367
2016-02-01,32.6827,36.0391,-0.09313218143627344
2016-02-02,32.579,36.0391,-0.09600961178275813
2016-02-03,32.1505,36.0391,-0.10789947584706605
2016-02-04,32.0113,36.0391,-0.1117619474404189
2016-02-05,32.187,36.0391,-0.10688668695944126
2016-02-08,32.1441,36.0391,-0.10807706074790979
2016-02-09,32.0579,36.0391,-0.11046890738115
2016-02-10,31.6489,36.0391,-0.12181769245069929
2016-02-11,30.4832,36.0391,-0.1541631172809531
2016-02-12,30.1716,36.0391,-0.16280928214078594
2016-02-15,31.0517,36.0391,-0.13838858351068695
